LRSN,PIN,curr_own_len,avg_own_len,PropClas,resOwner,ownerDistance
8257,C0060300006,1078.0,2894.0,110,1,0
37599,N0002178025,4582.0,1946.0,110,1,0
10565,C0070282009,1254.0,8134.0,110,1,0
1231,C0010891184,3728.0,3397.0,212,1,0
50800,S0090265008,6225.0,2375.0,115,1,0
13184,C0080804006,3027.0,2400.0,110,1,0
54367,W0000652077,724.0,724.0,115,0,2
2472,C0020205001,4343.0,5275.0,110,1,0
15668,C0090637022,1862.0,884.0,110,0,3
22404,E0000965016,2720.0,6209.0,120,1,0
75037,E0000001124,1302.0,2899.0,212,1,0
23118,E0001279016,599.0,6917.0,110,1,0
17355,E0000258026,1947.0,1748.0,120,1,0
27218,N0000180035,2880.0,2480.0,120,1,0
19853,E0000600057,1689.0,4070.0,110,0,3
56424,W0000902024,5175.0,3607.0,120,1,0
50321,S0080820014,1904.0,2764.0,110,0,3
13929,C0080986024,5432.0,3295.0,110,1,0
46099,S0002923075,8886.0,4945.0,212,1,0
15981,C0090844010,5737.0,2707.0,110,0,4
50284,S0080814014,3588.0,3806.0,110,0,3
62125,W0001588006,1855.0,2767.0,110,1,0
10944,C0070402001,9178.0,4662.0,150,1,0
50581,S0090064011,1023.0,6842.0,110,0,2
33167,N0001059021,1537.0,713.0,120,1,0
2494,C0020214008,752.0,1834.0,120,1,0
41658,S0000343014,5216.0,3391.0,110,0,3
25646,E0120282027,2856.0,11695.0,110,0,4
4119,C0040495004,716.0,1095.0,110,1,0
3451,C0040304009,1632.0,7074.0,150,1,0
80391,N0000076079,1506.0,935.0,210,1,0
21106,E0000771009,6699.0,3906.0,110,0,2
44797,S0002130002,8200.0,5393.0,115,1,0
50402,S0080851003,284.0,8039.0,115,1,0
33797,N0001151017,917.0,1100.0,120,0,4
17096,E0000223011,847.0,1398.0,161,1,0
43628,S0001131001,812.0,3171.0,110,0,1
8623,C0060437002,12153.0,4289.0,110,0,3
46581,S0053301024,8873.0,5609.0,115,0,2
81570,E0001092008,,,396,0,4
5435,C0050228011,1912.0,3514.0,110,1,0
66033,W0200058004,8232.0,4937.0,110,1,0
29563,N0000611009,1611.0,1107.0,120,1,0
68788,W0210425010,3556.0,7320.0,115,1,0
73227,C0080757038,5442.0,1995.0,120,1,0
2717,C0030083041,5047.0,2088.0,110,1,0
60962,W0001443013,2943.0,1464.0,115,0,2
76972,N0000629050,,,120,0,4
61229,W0001466009,2636.0,10273.0,120,0,3
11211,C0080137041,9646.0,5236.0,110,1,0
68944,W0220017007,6876.0,7227.0,130,1,0
29332,N0000574036,1257.0,1241.0,110,0,3
64515,W0190078010,1512.0,1157.0,110,1,0
61396,W0001480019,11188.0,5516.0,120,1,0
10985,C0070409032,2207.0,4003.0,110,0,3
379,C0010442004,10273.0,3893.0,120,1,0
3864,C0040429012,2451.0,7821.0,115,1,0
65926,W0190311012,6605.0,7592.0,120,1,0
13254,C0080815034,11867.0,4303.0,110,0,3
55196,W0000803026,1558.0,1763.0,110,1,0
57792,W0001069032,633.0,1887.0,211,1,0
6033,C0050472028,8470.0,9486.0,150,1,0
34258,N0001222011,934.0,6122.0,120,0,3
10571,C0070283005,2178.0,2019.0,110,0,2
7281,C0050861034,3595.0,5843.0,150,1,0
60822,W0001435001,3717.0,2083.0,110,0,3
34205,N0001172013,5148.0,4090.0,120,0,1
58457,W0001126029,1291.0,2279.0,161,0,2
67972,W0210188003,8953.0,3850.0,115,0,2
39944,N0180531004,8656.0,4193.0,110,1,0
19717,E0000576011,2531.0,2998.0,120,0,2
36576,N0001738039,8575.0,8575.0,115,1,0
61193,W0001464018,2107.0,2834.0,120,1,0
55060,W0000786018,13819.0,11953.0,110,1,0
8488,C0060401004,2998.0,5402.0,110,1,0
19568,E0000563013,5854.0,2070.0,120,1,0
65364,W0190246043,651.0,750.0,110,1,0
48449,S0071134055,4965.0,5716.0,120,1,0
80222,N0000454051,,,180,0,2
28374,N0000405003,1165.0,1643.0,115,1,0
34491,N0001249004,2181.0,10271.0,115,1,0
36999,N0001895029,3403.0,1174.0,120,1,0
17451,E0000292018,3264.0,1759.0,120,0,3
17261,E0000254002,6916.0,3505.0,120,0,4
14132,C0081098012,1810.0,1529.0,120,1,0
45954,S0002915085,2271.0,1044.0,110,0,3
46832,S0060141015,2412.0,1653.0,120,1,0
47238,S0060246021,6161.0,2745.0,110,1,0
79335,S0000117036,2054.0,2189.0,120,1,0
72006,S0001238007,892.0,1932.0,120,1,0
12063,C0080454008,1652.0,5456.0,110,0,4
14544,C0090178014,5131.0,2105.0,120,0,2
4283,C0040533010,1478.0,4175.0,150,1,0
72393,W0000119047,3755.0,2390.0,211,1,0
55995,W0000862014,4981.0,5485.0,171,0,2
65566,W0190272014,214.0,1816.0,160,0,2
19124,E0000520026,1267.0,1552.0,120,1,0
2250,C0020103038,1471.0,702.0,110,1,0
44055,S0001350023,1550.0,3298.0,115,1,0
55412,W0000818007,2360.0,3552.0,130,1,0
2713,C0030083033,2937.0,4767.0,110,0,2
68360,W0210283005,8655.0,4624.0,120,1,0
18543,E0000439019,8309.0,6067.0,120,1,0
61327,W0001474008,8549.0,3635.0,130,1,0
56779,W0000946017,406.0,4119.0,161,0,3
20730,E0000721016,1506.0,2028.0,120,0,2
59667,W0001321014,1904.0,1989.0,115,1,0
2550,C0030023022,12509.0,5631.0,150,1,0
16296,C0090980008,8968.0,5274.0,110,0,2
57550,W0001036004,8304.0,4315.0,120,0,2
46080,S0002923056,816.0,1328.0,212,1,0
27799,N0000322010,8411.0,5138.0,180,0,3
49909,S0080632012,3378.0,1941.0,110,0,1
59168,W0001210008,3886.0,2390.0,120,1,0
8229,C0060295026,1022.0,1918.0,110,1,0
13121,C0080772034,16172.0,16172.0,110,0,4
5953,C0050438022,7885.0,4291.0,110,1,0
29942,N0000654001,9046.0,4570.0,120,1,0
23202,E0001404007,1646.0,1624.0,120,0,3
44070,S0001355012,4025.0,1400.0,161,0,3
25565,E0120278010,23898.0,23898.0,110,1,0
19242,E0000528022,8352.0,3890.0,120,1,0
5750,C0050340002,13790.0,22058.0,120,0,1
56767,W0000946005,2411.0,2340.0,120,1,0
6695,C0050691068,11257.0,4867.0,110,0,3
56312,W0000894031,6072.0,2869.0,120,0,2
64991,W0190187008,6252.0,3825.0,120,1,0
47587,S0060368004,520.0,1507.0,110,0,2
78090,S0000337050,3321.0,3321.0,115,1,0
11843,C0080411032,788.0,1816.0,110,1,0
35437,N0001430001,10790.0,5436.0,120,1,0
78197,N0001330031,2145.0,967.0,212,1,0
20421,E0000667018,6416.0,9275.0,110,1,0
13577,C0080853030,5394.0,14705.0,115,0,3
33894,N0001155014,12770.0,6431.0,120,1,0
32413,N0000997010,4211.0,1701.0,120,0,3
37451,N0002100024,4991.0,2723.0,120,0,3
55335,W0000814006,4018.0,3183.0,120,1,0
32327,N0000989005,9524.0,4737.0,161,0,2
10564,C0070282008,15863.0,11821.0,110,1,0
4078,C0040485012,8019.0,3839.0,150,1,0
17482,E0000293027,2068.0,2450.0,120,0,3
30608,N0000761013,4354.0,1949.0,120,1,0
34957,N0001326010,5302.0,4170.0,120,1,0
3824,C0040423014,2543.0,2931.0,110,1,0
68638,W0210350008,2937.0,3957.0,110,1,0
39066,N0170184021,851.0,1801.0,110,1,0
11004,C0070436012,315.0,5398.0,110,0,3
48642,S0071227034,7315.0,5733.0,110,1,0
56568,W0000911045,4911.0,5770.0,181,0,2
12950,C0080735022,8120.0,4466.0,110,0,3
14528,C0090176016,5523.0,5980.0,110,1,0
80292,W0000650076,799.0,1132.0,120,0,3
18949,E0000484028,1110.0,2064.0,120,1,0
5608,C0050296028,1613.0,6221.0,110,1,0
27142,N0000150027,8682.0,5638.0,180,0,2
22018,E0000928021,5776.0,3374.0,110,1,0
53324,W0000459008,2236.0,1902.0,120,0,3
8821,C0060490003,437.0,1926.0,110,1,0
19684,E0000573042,1738.0,2091.0,120,1,0
72844,C0081265026,1332.0,2842.0,120,1,0
60142,W0001361025,1857.0,6498.0,120,1,0
24859,E0100230021,5698.0,2238.0,110,0,3
81906,S0070774001B,,,325,0,2
30251,N0000697007,4882.0,3664.0,115,0,4
61715,W0001514015,575.0,1719.0,120,1,0
50999,S0090418001,13112.0,4786.0,110,0,3
11772,C0080377024,2186.0,4077.0,110,0,3
3733,C0040391056,3419.0,8828.0,115,1,0
32922,N0001042021,196.0,858.0,120,1,0
57222,W0001002006,2564.0,5621.0,120,1,0
13550,C0080852002,274.0,1953.0,120,1,0
7984,C0060161038,3298.0,6608.0,115,1,0
8563,C0060424004,5776.0,3942.0,110,1,0
48164,S0070984023,2033.0,1985.0,110,0,3
2782,C0030095040,18123.0,18123.0,110,1,0
66735,W0200133004,3032.0,1411.0,120,1,0
41925,S0000398012,401.0,6816.0,120,1,0
36490,N0001714023,3741.0,1567.0,315,0,2
61249,W0001466029,261.0,1311.0,120,1,0
56788,W0000946026,333.0,1620.0,120,1,0
34111,N0001166015,10278.0,9467.0,120,0,2
8859,C0060497002,7900.0,3694.0,115,1,0
18851,E0000480043,1124.0,1113.0,120,0,2
55181,W0000793032,3124.0,4009.0,120,0,2
56135,W0000886001,392.0,4193.0,160,0,2
30583,N0000760003,2367.0,1458.0,115,1,0
56381,W0000900012,2961.0,3654.0,161,0,1
62553,W0001607017,5377.0,4979.0,120,0,1
33643,N0001140026,7165.0,10147.0,120,1,0
58926,W0001202026,1726.0,1365.0,171,0,4
32063,N0000972032,672.0,864.0,120,1,0
47169,S0060243008,3147.0,3478.0,120,1,0
11708,C0080372004,9877.0,3445.0,110,1,0
39681,N0180428017,1474.0,3682.0,110,1,0
69485,W0220183003,5247.0,4354.0,120,1,0
22477,E0000970022,4081.0,1718.0,120,1,0
63494,W0001795030,1050.0,2390.0,160,1,0
13110,C0080772010,5344.0,2259.0,115,0,1
61080,W0001456035,1124.0,5215.0,120,0,2
48809,S0071234039,5106.0,3174.0,110,0,4
82131,E0001098003B,,,396,0,4
65288,W0190238016,14990.0,7871.0,120,1,0
18513,E0000438010,7473.0,4159.0,120,1,0
7059,C0050817017,3664.0,5556.0,110,1,0
8619,C0060436012,485.0,5469.0,110,0,3
3628,C0040370058,6603.0,3358.0,110,1,0
63058,W0001717011,1571.0,2319.0,321,0,3
65356,W0190246035,385.0,3722.0,115,1,0
33982,N0001160007,2004.0,3199.0,120,0,3
47469,S0060298018,5680.0,2470.0,120,1,0
35244,N0001366010,816.0,816.0,115,1,0
81949,C0060957105,,,120,0,3
29842,N0000638009,4218.0,4965.0,120,1,0
5367,C0050222030,3262.0,3813.0,110,0,3
14705,C0090278030,13338.0,4736.0,115,1,0
35521,N0001453030,4781.0,9959.0,115,1,0
66719,W0200131008,4806.0,8050.0,120,1,0
64773,W0190152013,667.0,1701.0,115,1,0
50709,S0090185005,1260.0,2460.0,110,0,2
50610,S0090065011,1767.0,2428.0,110,0,2
1037,C0010877024,3090.0,1697.0,115,1,0
74631,W0000162039,5950.0,5950.0,212,1,0
11399,C0080257044,935.0,5687.0,110,0,3
17784,E0000336004,1675.0,2590.0,120,1,0
37116,N0001903004,17126.0,17126.0,120,1,0
40243,S0000063033,1551.0,2578.0,160,0,2
47301,S0060266010,842.0,1549.0,120,1,0
45955,S0002917001,4825.0,4555.0,115,1,0
22697,E0001084003,6492.0,7923.0,110,1,0
66265,W0200076032,2066.0,1052.0,110,1,0
6457,C0050618010,1296.0,1887.0,110,0,3
63033,W0001704211,14162.0,7274.0,212,0,2
37582,N0002178008,8891.0,8295.0,120,1,0
62691,W0001621023,2894.0,4698.0,130,0,2
30551,N0000753014,2579.0,4837.0,120,1,0
66770,W0200134022,1936.0,2571.0,115,1,0
48329,S0071062015,865.0,2784.0,110,1,0
48200,S0071012007,959.0,4487.0,110,0,3
40324,S0000085010,1824.0,4677.0,120,0,2
48595,S0071182010,13415.0,7564.0,110,1,0
11156,C0070553058,6811.0,4053.0,110,0,3
5342,C0050200026,515.0,2345.0,115,1,0
35804,N0001545026,2661.0,1601.0,120,0,3
47813,S0060444008,6185.0,10914.0,120,0,1
11256,C0080176006,1282.0,440.0,110,0,3
20464,E0000706001,725.0,1576.0,120,0,3
47501,S0060345012,1759.0,1417.0,115,0,3
65367,W0190246046,8123.0,4133.0,110,1,0
75157,E0000576037,224.0,663.0,120,1,0
50591,S0090064022,14710.0,7488.0,110,0,2
10228,C0070191014,12873.0,5574.0,110,1,0
30747,N0000783005,697.0,666.0,120,1,0
25216,E0110225007,728.0,1445.0,115,1,0
76935,N0000119053,4287.0,2392.0,211,1,0
21736,E0000864047,3461.0,11875.0,110,0,2
35255,N0001366024,9936.0,7291.0,110,1,0
13367,C0080835008,11844.0,6476.0,110,1,0
67408,W0210105006,2083.0,3696.0,115,1,0
44778,S0002016018,448.0,4488.0,120,1,0
58187,W0001087003,4278.0,2534.0,171,0,3
32292,N0000986007,1542.0,1268.0,120,0,1
14817,C0090350006,1386.0,1637.0,110,1,0
23241,E0001408019,10847.0,7374.0,110,1,0
14308,C0090066008,13259.0,6819.0,115,1,0
2603,C0030049018,5863.0,2658.0,120,1,0
75658,W0000164028,5252.0,5252.0,212,0,3
74577,C0040582024,5006.0,1885.0,120,0,3
80892,C0011230026,350.0,718.0,115,1,0
27888,N0000341014,802.0,1183.0,115,1,0
37747,N0002185024,13531.0,8380.0,160,0,2
6829,C0050749020,1729.0,1347.0,110,0,3
58008,W0001080028,17602.0,17602.0,120,1,0
53754,W0000528003,714.0,3656.0,120,1,0
18521,E0000438020,577.0,832.0,120,0,4
67263,W0200195001,1653.0,2765.0,120,1,0
67062,W0200186022,1024.0,2178.0,120,1,0
58124,W0001084020,1344.0,1952.0,171,0,2
46694,S0060110003,1900.0,1815.0,120,1,0
21746,E0000864058,759.0,6375.0,110,1,0
56657,W0000937025,1606.0,2359.0,120,1,0
8914,C0060508038,5755.0,2862.0,110,1,0
57034,W0000989010,2943.0,2340.0,120,1,0
39013,N0170181001,3823.0,2833.0,110,1,0
72032,E0000341027,599.0,1720.0,321,0,4
24199,E0002817026,2571.0,1434.0,120,1,0
80930,N0000650033B,3454.0,3454.0,196,0,4
59062,W0001207054,1856.0,1991.0,212,1,0
28965,N0000533005,4532.0,5673.0,120,1,0
12478,C0080594068,8318.0,3343.0,110,1,0
49387,S0071634015,3782.0,5642.0,110,0,3
11414,C0080294026,5637.0,5171.0,110,1,0
26474,N0000064026,1183.0,709.0,120,1,0
60738,W0001414022,1088.0,3992.0,310,0,3
35651,N0001466025,2830.0,4901.0,115,0,2
3417,C0040302020,7784.0,5472.0,150,1,0
3440,C0040303024,2811.0,4175.0,110,1,0
81218,C0081265086,1641.0,862.0,120,1,0
82146,C0081053055,211.0,211.0,120,0,3
79235,W0001036056,423.0,1466.0,211,0,3
75805,W0000726033,1142.0,1354.0,120,1,0
9719,C0060927032,2132.0,757.0,110,0,2
26639,N0000077002,1376.0,1783.0,120,1,0
45905,S0002905009,5722.0,2056.0,110,0,2
14777,C0090326024,1396.0,1206.0,120,1,0
76026,W0000119067,,,210,0,2
42584,S0000584005,609.0,3370.0,120,1,0
15266,C0090563004,702.0,990.0,115,1,0
65996,W0200031007,274.0,1668.0,115,0,2
77584,E0001763155,934.0,954.0,212,0,4
69188,W0220102002,1200.0,2066.0,120,1,0
42364,S0000542010,3686.0,1983.0,110,1,0
35485,N0001436001,3614.0,9010.0,120,1,0
60815,W0001431006,9606.0,4540.0,120,1,0
7255,C0050858022,3878.0,1297.0,110,0,2
42913,S0000698012,10134.0,10134.0,150,1,0
57565,W0001036021,2436.0,2747.0,120,0,2
65588,W0190275005,612.0,1481.0,115,1,0
23199,E0001404004,6681.0,9457.0,120,1,0
13478,C0080848108,1974.0,2947.0,120,1,0
13940,C0080992010,10675.0,4001.0,150,1,0
23931,E0002302004,311.0,2815.0,110,0,3
38467,N0160081014,2502.0,10123.0,110,1,0
2299,C0020133004,7462.0,7765.0,150,1,0
33647,N0001140030,1144.0,670.0,120,1,0
55647,W0000840009,2930.0,2280.0,110,0,1
17662,E0000329015,589.0,1261.0,120,0,3
28448,N0000420006,5181.0,2193.0,120,1,0
12274,C0080532047,14494.0,7372.0,110,1,0
15459,C0090604008,8415.0,5118.0,110,1,0
3204,C0040214014,3361.0,3438.0,120,1,0
55930,W0000861007,3314.0,2278.0,335,0,1
31722,N0000924021,2361.0,4582.0,120,0,3
59429,W0001280033,2342.0,1150.0,120,1,0
5660,C0050302050,10368.0,4277.0,115,1,0
47699,S0060392008,3066.0,1850.0,115,1,0
1839,C0011185010,15750.0,9770.0,110,1,0
2161,C0020044010,7204.0,7736.0,150,1,0
49904,S0080632005,8716.0,3085.0,110,1,0
5680,C0050307024,6064.0,2805.0,120,1,0
56652,W0000937020,3699.0,4693.0,120,1,0
65410,W0190251017,2223.0,1631.0,120,1,0
31495,N0000895024,3987.0,1472.0,120,1,0
12273,C0080532045,6721.0,2507.0,115,1,0
1538,C0011089008,2038.0,1335.0,120,1,0
55646,W0000840008,2930.0,3243.0,110,0,1
54441,W0000658041,5623.0,2873.0,120,0,2
11778,C0080379006,7953.0,10389.0,110,0,2
68016,W0210205004,11798.0,9769.0,115,0,2
29985,N0000657003,3322.0,9510.0,120,1,0
51288,W0000013001,1934.0,5082.0,335,0,2
73065,S0000396023,5009.0,3090.0,110,1,0
52111,W0000161048,6210.0,5125.0,120,1,0
29522,N0000598019,7891.0,3703.0,120,1,0
77426,W0001522034,219.0,1154.0,210,1,0
73013,N0000330025,5699.0,2934.0,120,1,0
69579,W0220209014,9971.0,4544.0,120,1,0
80702,E0001763212,2690.0,2690.0,212,0,3
73142,W0000648099,595.0,2776.0,120,0,3
29491,N0000597007,5464.0,2352.0,120,1,0
69933,W0220379004,280.0,2827.0,120,1,0
8414,C0060360012,1934.0,680.0,110,1,0
69692,W0220253010,5621.0,2420.0,115,1,0
63594,W0001871014,3810.0,2348.0,120,1,0
79379,E0000800031,2725.0,2725.0,120,1,0
68784,W0210425006,1887.0,861.0,110,1,0
77098,N0000543037,2556.0,2556.0,211,0,1
55245,W0000806075,501.0,1256.0,120,1,0
55151,W0000792002,7975.0,4254.0,110,1,0
75244,C0050603136,1355.0,1862.0,120,1,0
21573,E0000811013,1267.0,1448.0,120,1,0
18281,E0000428004,343.0,1988.0,120,0,1
67915,W0210178004,9572.0,4823.0,115,1,0
11233,C0080137063,10465.0,4547.0,110,0,3
63322,W0001783020,472.0,2345.0,120,1,0
33875,N0001154020,441.0,490.0,120,1,0
48593,S0071182008,8206.0,3484.0,110,1,0
50888,S0090344016,3186.0,2783.0,110,0,2
5855,C0050371030,1752.0,3799.0,120,1,0
54509,W0000662037,2622.0,3744.0,120,1,0
37004,N0001897003,2667.0,4156.0,120,1,0
2111,C0011348022,1050.0,5689.0,150,1,0
47572,S0060349012,2584.0,2328.0,161,0,2
21934,E0000883027,2408.0,1505.0,120,1,0
23926,E0002301022,1030.0,1963.0,110,1,0
39871,N0180502067,1043.0,729.0,110,1,0
24105,E0002813006,4795.0,2471.0,110,0,1
50009,S0080745031,4830.0,2719.0,110,0,2
22338,E0000959010,710.0,1132.0,120,1,0
35594,N0001460001,6694.0,9327.0,115,1,0
53480,W0000512029,2381.0,1286.0,110,0,4
18073,E0000383004,1456.0,9418.0,120,0,1
22494,E0000973003,2537.0,1849.0,120,0,3
33690,N0001144013,6386.0,3113.0,115,1,0
61505,W0001506028,10091.0,7661.0,110,1,0
29011,N0000539005,393.0,421.0,120,1,0
44007,S0001347001,393.0,1643.0,120,1,0
35877,N0001552011,640.0,7855.0,110,0,2
47805,S0060443016,7288.0,3026.0,110,1,0
38719,N0160159007,5477.0,5252.0,110,1,0
7296,C0050861064,533.0,1396.0,150,1,0
56160,W0000888019,735.0,1283.0,120,1,0
44302,S0001490001,1380.0,2369.0,115,1,0
17227,E0000252032,2745.0,2084.0,130,1,0
75123,W0001518067,1291.0,710.0,211,1,0
6441,C0050616009,2223.0,1379.0,110,1,0
2922,C0030169002,7983.0,6646.0,120,1,0
48087,S0070962027,191.0,451.0,110,0,3
65654,W0190280021,7161.0,2637.0,210,1,0
10359,C0070220023,3496.0,2947.0,110,0,2
68743,W0210407017,1092.0,2633.0,110,0,3
72580,S0000188005,,,310,0,4
58930,W0001202030,1191.0,1951.0,310,0,4
19015,E0000515016,7861.0,6023.0,161,0,1
7254,C0050858020,1150.0,5686.0,110,1,0
10227,C0070191013,639.0,4362.0,150,0,4
674,C0010566012,12730.0,7177.0,120,1,0
70016,W0220557005,5182.0,3619.0,120,1,0
66701,W0200125034,1157.0,2112.0,120,1,0
66005,W0200031016,735.0,2278.0,115,1,0
34719,N0001268010,3271.0,5038.0,110,1,0
26907,N0000102026,2867.0,1399.0,130,1,0
62312,W0001599003,6476.0,5216.0,161,1,0
32114,N0000974035,407.0,897.0,120,0,3
61120,W0001460013,1992.0,1993.0,120,1,0
53725,W0000527017,6119.0,8796.0,315,0,3
23798,E0002173007,2328.0,5361.0,110,1,0
70168,C0070261111,7632.0,7632.0,120,1,0
55734,W0000843028,1117.0,1665.0,160,0,3
50508,S0080885005,8482.0,8482.0,110,0,1
75738,E0000385076,379.0,2707.0,212,1,0
46246,S0003291021,2537.0,2042.0,110,1,0
67094,W0200188005,11445.0,8088.0,120,1,0
17464,E0000293005,2712.0,3546.0,161,0,3
5657,C0050302044,11162.0,4247.0,115,1,0
41131,S0000232004,5912.0,2551.0,110,0,1
46785,S0060137041,1229.0,2883.0,120,1,0
36562,N0001738025,9075.0,8506.0,115,1,0
76973,N0000629051,,,120,0,4
34036,N0001162014,4734.0,2548.0,120,1,0
17599,E0000302001,3724.0,3843.0,341,0,1
39423,N0170576005,6940.0,6153.0,115,1,0
61490,W0001506008,9804.0,4236.0,110,0,3
77394,N0000615066,,,211,0,1
47591,S0060368010,434.0,474.0,110,0,3
24303,E0003313015,1508.0,844.0,110,0,3
8328,C0060330016,2159.0,1041.0,110,0,3
3227,C0040214050,5496.0,4165.0,120,1,0
18734,E0000475009,207.0,1371.0,120,1,0
5769,C0050341050,3993.0,4335.0,110,0,2
28875,N0000507017,2823.0,6011.0,160,1,0
20054,E0000620007,10242.0,8205.0,110,1,0
5426,C0050228002,6616.0,11723.0,110,1,0
29864,N0000639012,8537.0,6253.0,161,1,0
6197,C0050532020,1360.0,4298.0,161,0,3
33652,N0001140035,4335.0,1552.0,120,1,0
2932,C0030169012,1946.0,1770.0,120,1,0
33922,N0001157009,13800.0,10776.0,120,1,0
29670,N0000619086,900.0,5271.0,110,0,2
11316,C0080217035,277.0,4238.0,110,0,2
17478,E0000293021,3718.0,2703.0,120,0,3
39168,N0170235013,13589.0,13589.0,115,1,0
29277,N0000573012,2073.0,2061.0,120,0,1
37890,N0002346010,701.0,1271.0,115,1,0
13505,C0080849014,8351.0,4229.0,120,1,0
60188,W0001365015,4469.0,1809.0,180,0,2
6533,C0050647002,13366.0,8117.0,110,0,4
67838,W0210163009,10328.0,4056.0,120,1,0
36371,N0001633001,1352.0,868.0,130,1,0
14978,C0090424020,6883.0,3329.0,110,0,2
21878,E0000881020,942.0,2164.0,120,1,0
34348,N0001226031,1145.0,8424.0,120,1,0
66065,W0200060012,690.0,1836.0,115,1,0
72425,C0050992103,4385.0,2194.0,120,1,0
39268,N0170443008,11915.0,11915.0,110,1,0
142,C0010294018,11260.0,6122.0,110,1,0
62662,W0001620002,3392.0,2959.0,160,0,3
57260,W0001004009,275.0,1011.0,161,1,0
8245,C0060298004,5281.0,2527.0,110,0,4
50362,S0080844018,1738.0,9103.0,110,0,3
36837,N0001821005,3819.0,4484.0,120,1,0
68285,W0210255012,1215.0,1088.0,110,1,0
62604,W0001611015,1092.0,2544.0,160,0,1
17568,E0000297025,16017.0,16017.0,120,1,0
75509,W0001004056,2394.0,1882.0,210,1,0
1237,C0010891190,5096.0,3235.0,212,1,0
17439,E0000292002,472.0,7266.0,110,0,2
38607,N0160132027,13041.0,6855.0,110,1,0
29458,N0000594018,6328.0,6328.0,120,1,0
15457,C0090604006,366.0,1255.0,110,1,0
15416,C0090593014,627.0,693.0,110,1,0
9097,C0060565001,1359.0,693.0,115,1,0
62912,W0001704090,11396.0,4772.0,212,0,2
33128,N0001056018,6506.0,2292.0,120,0,1
41895,S0000395016,6269.0,4521.0,110,0,3
18181,E0000388005,4301.0,1666.0,155,1,0
2202,C0020082014,5345.0,8209.0,110,1,0
8254,C0060298022,1407.0,631.0,115,1,0
74892,C0010891247,5005.0,2614.0,115,1,0
67673,W0210151015,539.0,754.0,110,1,0
24829,E0100227007,12168.0,9895.0,110,1,0
45792,S0002699002,1200.0,3234.0,115,1,0
58490,W0001129002,3580.0,6718.0,120,1,0
59748,W0001325015,9038.0,6567.0,120,1,0
7199,C0050854028,1439.0,2124.0,110,1,0
73533,W0000664043,1656.0,2005.0,210,1,0
28079,N0000371004,14319.0,6128.0,110,1,0
68782,W0210425003,2632.0,5914.0,120,1,0
4396,C0040544074,3664.0,1312.0,212,1,0
17801,E0000336024,1667.0,1955.0,120,1,0
80212,N0000454041,,,160,0,2
4444,C0040544122,1242.0,4720.0,212,1,0
61634,W0001512001,6559.0,3201.0,120,1,0
30568,N0000753035,18641.0,18641.0,110,1,0
7049,C0050817007,6675.0,5138.0,110,1,0
39525,N0170630007,3013.0,4963.0,110,1,0
29326,N0000574030,13125.0,6820.0,110,1,0
66560,W0200113026,3682.0,2779.0,120,1,0
80693,E0001763203,2690.0,2690.0,212,0,3
22487,E0000972023,2607.0,2427.0,120,0,4
45858,S0002764016,567.0,687.0,110,1,0
8013,C0060195030,2220.0,5767.0,110,0,2
75523,N0000207032,1061.0,1881.0,210,0,4
15643,C0090635054,6854.0,8947.0,110,1,0
65191,W0190230023,549.0,2106.0,115,1,0
35923,N0001554026,1890.0,2541.0,110,0,3
22900,E0001118020,4715.0,3514.0,160,1,0
60413,W0001404034,2187.0,4184.0,120,1,0
20520,E0000709013,681.0,2823.0,120,1,0
75144,W0001518088,1242.0,1914.0,211,1,0
38508,N0160084011,1022.0,1089.0,115,1,0
56183,W0000890011,2027.0,2102.0,120,1,0
45526,S0002602004,599.0,1174.0,110,0,3
25437,E0120250003,5715.0,8009.0,110,0,4
50256,S0080785055,4256.0,2307.0,110,1,0
50238,S0080782046,1326.0,1995.0,115,0,2
69068,W0220068006,324.0,1368.0,110,1,0
4247,C0040524060,16389.0,16389.0,150,1,0
21163,E0000778001,9114.0,4326.0,120,0,2
13118,C0080772028,2206.0,795.0,150,1,0
28528,N0000446010,19562.0,19562.0,110,1,0
19009,E0000515009,2125.0,3760.0,120,1,0
66633,W0200116001,10271.0,4114.0,120,1,0
5249,C0050168034,3208.0,2471.0,110,1,0
4917,C0040670008,1530.0,6695.0,110,1,0
14028,C0081028071,2257.0,1771.0,110,1,0
79461,E0000527046,2276.0,1394.0,120,1,0
61728,W0001514029,13961.0,7143.0,120,1,0
25597,E0120281003,410.0,1671.0,110,0,3
4373,C0040544051,6842.0,2497.0,212,1,0
18318,E0000431007,1905.0,9394.0,120,1,0
31660,N0000920010,5349.0,8610.0,120,0,2
45765,S0002644002,14109.0,5795.0,120,1,0
61508,W0001507003,2565.0,2211.0,110,0,3
15750,C0090670002,6393.0,3047.0,120,1,0
58534,W0001156025,11816.0,9688.0,160,1,0
46981,S0060213004,1030.0,3626.0,120,1,0
63133,W0001770012,6358.0,4308.0,110,1,0
48099,S0070963008,3003.0,1763.0,110,0,2
42665,S0000638012,7319.0,10362.0,110,1,0
3225,C0040214048,3293.0,3082.0,115,0,3
52126,W0000161038,415.0,1601.0,120,1,0
62999,W0001704177,1465.0,2297.0,212,0,2
68640,W0210350010,9069.0,9494.0,110,1,0
32621,N0001030017,724.0,6102.0,120,0,2
63361,W0001788022,8719.0,4322.0,110,1,0
46658,S0060060013,7084.0,2484.0,110,1,0
